SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs27003 0.0242168129229232 0.00383380958622819 -0.00037 0.002239 0.00224428557655532 0.00207484274950115 -0.00037 0.002239
rs28372104 0.0237124469252186 0.00389830226103797 -0.009331 0.002256 0.00115820154597784 0.00211106153416114 -0.009331 0.002256
rs292071 0.0235821988549303 0.00400909407996469 -0.000771 0.0023 -0.00556958346090899 0.00217787947563732 -0.000771 0.0023
rs3001723 0.0335117979569998 0.00389830226103797 0.001219 0.002228 0.00319258921058594 0.00211899588342844 0.001219 0.002228
rs301805 0.021467915176492 0.00361328749427589 0.002861 0.002083 0.00181243580617523 0.00196125334857939 0.002861 0.002083
rs35702515 0.0252441728437111 0.00423093298129663 0.004271 0.002466 0.00365556385490031 0.00230278877661496 0.004271 0.002466
rs3800227 0.0228121191646138 0.00405809388433384 0.002593 0.002352 0.00485028942953935 0.00220467701342698 0.002593 0.002352
rs3904512 -0.0211588854183522 0.0035765044073267 -0.003094 0.002069 0.00165954476278233 0.00194102121699196 -0.003094 0.002069
rs4044321 -0.0278416954894971 0.00371057728611977 -0.00482 0.002142 -0.00720314521098815 0.00201334029294645 -0.00482 0.002142
rs4236259 -0.0247689190675964 0.00355660950494466 0.000223 0.002069 -0.00125928156702916 0.0019293812194097 0.000223 0.002069
rs4275621 -0.0217330128147681 0.0036683129404749 0.002335 0.002116 -0.00626267217154463 0.00199040787475909 0.002335 0.002116
rs4523689 -0.0206091006590057 0.00364320870753476 0.000266 0.002099 -0.00769651554092123 0.00197411458286804 0.000266 0.002099
rs4543592 0.0219314324929169 0.00356243865360826 0.001948 0.002058 0.000906528070107336 0.00193272433943353 0.001948 0.002058
rs4549681 -0.0236966327871474 0.00373743468785647 -0.002423 0.002054 -0.00239187736079176 0.00193371823569962 -0.002423 0.002054
rs4571506 -0.0275746638599439 0.00356880699487212 -0.002153 0.002062 0.00795783915094062 0.00193576130540252 -0.002153 0.002062
rs4674993 -0.0252122101883179 0.00443618509086005 -0.000273 0.002562 0.000283293318355073 0.00241155287370073 -0.000273 0.002562
rs4759228 -0.0216913082292544 0.00393413223853498 9.1e-05 0.002252 0.00210123857837585 0.00212800702795614 9.1e-05 0.002252
rs4785836 -0.020470446994321 0.00365893889953371 -0.002549 0.002119 -0.00187609367515736 0.0019908935355214 -0.002549 0.002119
rs56820925 -0.0218638186698424 0.00387714869146327 -0.000751 0.002129 -0.00115121034807622 0.00199795472644126 -0.000751 0.002129
rs585282 0.0208986579175872 0.00370599506984915 0.001859 0.002146 0.0105261649303275 0.00201460008066078 0.001859 0.002146
rs6050446 0.0583074883490012 0.0103074051013836 -0.005617 0.005824 0.018873957136067 0.0055656263210508 -0.005617 0.005824
rs61774463 -0.0235753524586583 0.00418065793154199 0.001711 0.002401 0.00158842880950437 0.00226918401357767 0.001711 0.002401
rs62098013 0.0203386976796227 0.00369489266314749 0.006295 0.002153 -0.00448926604333818 0.00200365749273201 0.006295 0.002153
rs62262675 0.0263085437352356 0.00473279364762131 -0.005761 0.002762 0.00622704401998459 0.00256798967228125 -0.005761 0.002762
rs6265 -0.031786296257863 0.00457842819835389 0.004469 0.00262 -0.0132388810813651 0.00248423176754458 0.004469 0.00262
rs6433897 0.0224482661870905 0.00405809388433384 -0.005685 0.00233 0.00348590043372344 0.00220467701342698 -0.005685 0.00233
rs6508144 -0.0206935185481786 0.00358601600776158 -0.001009 0.002074 -0.00567797898002064 0.00194524354587409 -0.001009 0.002074
rs6669839 0.0260041224560857 0.00439549894684844 0.00481 0.002525 0.00682061991080134 0.00239356835167504 0.00481 0.002525
rs6728726 0.0354485928265864 0.0047327936476213 0.005475 0.002713 0.00722069221652686 0.00255609733670556 0.005475 0.002713
rs6788098 -0.0313460520986129 0.00368904754309202 0.004433 0.002114 -0.0143834099457019 0.00199846698807728 0.004433 0.002114
rs6893752 -0.0240995341718086 0.00407356476845586 -0.001531 0.002341 -0.00537113663558543 0.00221313829514432 -0.001531 0.002341
rs6948707 0.0224655592873339 0.00360198943206491 -0.000376 0.002079 -0.00339079383981068 0.00195442107767743 -0.000376 0.002079
rs7024924 0.0257703252557679 0.00468939081524967 0.005909 0.002682 0.00211337905206768 0.0025386964811784 0.005909 0.002682
rs7197072 -0.0247672136264165 0.00416859590363882 3.8e-05 0.002456 0.00559626126420925 0.0022367158481822 3.8e-05 0.002456
rs7224742 -0.0207098819916641 0.00365531751994394 0.007442 0.002108 -0.00186991253772896 0.00198433416873107 0.007442 0.002108
rs73138150 -0.0234393737491622 0.00381746732931954 -0.000571 0.002205 -0.00423486112771333 0.00207133828471283 -0.000571 0.002205
rs7322872 -0.0255712841733052 0.00433473863465867 -0.001294 0.002518 0.00306664200911415 0.00235200705431911 -0.001294 0.002518
rs7555507 -0.0241444396950049 0.00355604025615263 0.002178 0.002047 -0.00034359891320364 0.00193289490008373 0.002178 0.002047
rs7585579 0.022399646203376 0.00372810004129534 0.001119 0.002071 0.00272632543679146 0.00199903879957399 0.001119 0.002071
rs76214862 -0.0249903162581497 0.00454745364554227 -0.002062 0.002626 -0.00151281605743766 0.00246385672942508 -0.002062 0.002626
rs76608582 -0.0495574666847922 0.00825957778079869 -0.006537 0.005108 -0.00228091216107641 0.00450804848236144 -0.006537 0.005108
rs7901883 -0.0245289237463764 0.00425066008000902 -0.00183 0.00244 -0.000279281846483499 0.00229568263673287 -0.00183 0.00244
rs7921378 -0.0254600844384457 0.00355815496982807 0.00139 0.002059 -0.00353364540007361 0.0019306367222427 0.00139 0.002059
rs7929518 0.0242376885051666 0.00428465847557264 0.000396 0.002468 0.00576544821881851 0.00232108205512541 0.000396 0.002468
rs7938812 0.0437914012665916 0.00363667793165178 -0.000787 0.0021 0.00659799347246786 0.00197152764062379 -0.000787 0.0021
rs7969559 -0.0243756057706745 0.00395945865508843 0.002603 0.002281 -0.00326876099453549 0.00214604673031727 0.002603 0.002281
rs8039513 0.0263852744231818 0.00453170641373137 0.005241 0.002629 0.00804320908807327 0.00245888076572318 0.005241 0.002629
rs846799 -0.0209451573233042 0.00355564905612407 -0.002142 0.002058 -0.00325694236942807 0.00192924615745676 -0.002142 0.002058
rs9401770 0.0277306573995193 0.00398600174528558 -0.000494 0.002311 0.00717314368876016 0.00216278419844757 -0.000494 0.002311
rs9423279 -0.0205131691957097 0.00370827598744739 -0.000568 0.002204 -0.003968301944383 0.00201460008066078 -0.000568 0.002204
rs9540729 -0.0195522233104744 0.00355789131490793 0.003202 0.002048 0.00137051454474363 0.00193049366442899 0.003202 0.002048
rs993700 -0.0259279909689629 0.00429163160110854 -0.000143 0.002459 -4.55572526810441e-05 0.00232483381565831 -0.000143 0.002459
