SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs11658881 0.0201357214327675 0.00361066336779864 0.004694 0.002079 -0.004 0.0017 -0.004694 0.002079
rs11678980 0.0203418465799605 0.00356819593409352 0.000354 0.002126 0.0084 0.002 0.000354 0.002126
rs11712680 -0.0270476240432524 0.00457842819835389 0.001075 0.002637 -0.0072 0.0022 -0.001075 0.002637
rs117143374 0.0292896903222678 0.00526908907209351 0.004529 0.002958 -0.0146 0.0028 -0.004529 0.002958
rs11716779 0.0219898669573908 0.00402823195017628 -0.004627 0.00237 0.0123 0.0019 0.004627 0.00237
rs11721059 0.0199356867182187 0.00356335451016015 0.004897 0.002068 0.003 0.0017 0.004897 0.002068
rs11768481 -0.0232016673678623 0.00376380745301786 0.003077 0.002185 -0.0062 0.002 0.003077 0.002185
rs117695734 -0.0551772756302046 0.00881286708017 0.011287 0.005587 -0.0028 0.0053 -0.011287 0.005587
rs11872397 -0.0247725406457757 0.00409477465918092 -0.002253 0.002364 0.0026 0.0022 -0.002253 0.002364
rs11873164 -0.0281424962795397 0.0049517801685124 -0.002448 0.002799 -0.0023 0.0026 -0.002448 0.002799
rs12027999 -0.0330855002964445 0.00533914965204459 -0.00272 0.003102 0.0023 0.0029 0.00272 0.003102
rs12042107 -0.0222833764663073 0.00356819593409352 0.002341 0.002061 -0.0107 0.0019 -0.002341 0.002061
rs12112638 -0.0245259680994854 0.00404298611398216 -0.00173 0.002325 0.0135 0.0021 0.00173 0.002325
rs12186738 -0.0332644351638424 0.00502051065741958 -0.002848 0.002923 -0.0085 0.0027 -0.002848 0.002923
rs12333760 -0.0290466837454973 0.0048012687206787 0.006349 0.002761 -0.0175 0.0024 -0.006349 0.002761
rs12356821 0.0393700355945343 0.00504910053010178 0.000909 0.002914 0.0101 0.0024 0.000909 0.002914
rs12441907 -0.0292050638015571 0.00452262034266214 0.006126 0.002621 -0.0049 0.0022 0.006126 0.002621
rs12474587 0.0276328620164367 0.00358234481029148 -0.001697 0.002073 -0.0033 0.0017 -0.001697 0.002073
rs12545053 0.0202807978238853 0.00363667793165178 -0.001986 0.002091 -0.0036 0.0017 0.001986 0.002091
rs12632110 -0.0233768243046966 0.00375292296589672 0.005514 0.002185 -0.0172 0.0018 -0.005514 0.002185
rs12662631 0.0209986399155672 0.00383380958622819 -0.000899 0.002214 0.0056 0.0018 -0.000899 0.002214
rs12923427 -0.0239086627298819 0.00437239804530611 -0.000361 0.002488 -0.0065 0.002 -0.000361 0.002488
rs13030994 0.036092466377408 0.00355629638428205 -0.005809 0.00205 0.0013 0.0019 -0.005809 0.00205
rs13136052 -0.0198097007760779 0.00358697207728253 -0.00163 0.002097 6e-04 0.0019 -0.00163 0.002097
rs13261666 -0.0268945748386775 0.00355604025615263 0.001902 0.002047 -0.0053 0.0017 0.001902 0.002047
rs1343432 0.0234447333974563 0.00417724570940657 0.004317 0.002365 0.0153 0.0022 0.004317 0.002365
rs134529 -0.0199839528321729 0.00366077691353738 -0.000293 0.002116 -0.0047 0.0017 0.000293 0.002116
rs1355334 0.0244176044443055 0.00377221156810223 0.002667 0.002186 0.0136 0.0018 0.002667 0.002186
rs1385108 0.0246616993390394 0.00415672857562255 -0.001032 0.002395 -5e-04 0.0022 -0.001032 0.002395
rs1435741 0.0294151238128526 0.00359095051725429 0.001501 0.002071 -0.0067 0.0017 0.001501 0.002071
rs1445649 0.0239932341418356 0.00356483711793006 0.00264 0.002055 0.0053 0.0017 -0.00264 0.002055
rs1518393 0.0205357436417922 0.00365893889953371 -0.000497 0.002127 -0.0029 0.002 0.000497 0.002127
rs1555445 0.0225547968430225 0.00382339614270885 -0.019758 0.002222 0.0035 0.0018 0.019758 0.002222
rs1565735 -0.0376180342371462 0.00446129865085708 -0.006871 0.002567 0.0013 0.0021 -0.006871 0.002567
rs17234745 -0.0285620257898205 0.00504910053010178 -0.006273 0.002891 -0.0055 0.0024 0.006273 0.002891
rs17534089 -0.0322634074908758 0.00518626556041132 -0.002079 0.002991 -0.006 0.0025 0.002079 0.002991
rs1899896 0.0264481246881374 0.00388690913511059 0.003318 0.002247 0.0094 0.0019 0.003318 0.002247
rs1971318 0.0285074215505192 0.00492533227444622 -0.006187 0.00281 0.0089 0.0026 -0.006187 0.00281
rs2046850 -0.0248138529358474 0.00447842201706439 -0.006567 0.002602 0.0022 0.002 -0.006567 0.002602
rs2050586 -0.0205466601064923 0.00370827598744739 0.002978 0.002137 -0.0044 0.002 0.002978 0.002137
rs2107300 -0.0272010365504313 0.00492533227444622 -0.001778 0.002828 -0.0025 0.0023 0.001778 0.002828
rs2186122 0.0260572863256767 0.00358601600776158 0.00345 0.002072 0.0124 0.0017 -0.00345 0.002072
rs222449 -0.0253208232805482 0.00442796261888848 0.00068 0.002572 -0.006 0.0021 -0.00068 0.002572
rs2276825 0.0232182222507148 0.00415672857562255 0.004591 0.002458 0.0153 0.002 -0.004591 0.002458
rs2344508 -0.0219720098837396 0.00358323971714277 -0.002798 0.002063 -0.0193 0.0016 -0.002798 0.002063
rs2378662 0.0209481549927184 0.0035664507489796 0.003845 0.00207 0.0065 0.0017 0.003845 0.00207
rs240963 -0.0410443522424762 0.0048371233000107 -0.001385 0.0028 -0.0115 0.0026 0.001385 0.0028
rs2631024 -0.0229644553809509 0.00402823195017628 -0.004925 0.002342 -0.0052 0.0022 0.004925 0.002342
rs266047 -0.0305098439360886 0.0037385472299354 0.00044 0.002052 -0.0102 0.0019 0.00044 0.002052
rs27003 0.0242168129229232 0.00383380958622819 -0.00037 0.002239 0.0045 0.0018 0.00037 0.002239
rs28372104 0.0237124469252186 0.00389830226103797 -0.009331 0.002256 -3e-04 0.0021 0.009331 0.002256
rs292071 0.0235821988549303 0.00400909407996469 -0.000771 0.0023 0.0074 0.0019 0.000771 0.0023
rs3001723 0.0335117979569998 0.00389830226103797 0.001219 0.002228 0.001 0.0018 0.001219 0.002228
rs301805 0.021467915176492 0.00361328749427589 0.002861 0.002083 0.0079 0.0018 -0.002861 0.002083
rs35702515 0.0252441728437111 0.00423093298129663 0.004271 0.002466 0.0011 0.0023 0.004271 0.002466
rs3800227 0.0228121191646138 0.00405809388433384 0.002593 0.002352 0.0149 0.0019 -0.002593 0.002352
rs3904512 -0.0211588854183522 0.0035765044073267 -0.003094 0.002069 0.0029 0.0017 -0.003094 0.002069
rs4044321 -0.0278416954894971 0.00371057728611977 -0.00482 0.002142 -0.0031 0.0019 0.00482 0.002142
rs4236259 -0.0247689190675964 0.00355660950494466 0.000223 0.002069 0.001 0.0019 -0.000223 0.002069
rs4275621 -0.0217330128147681 0.0036683129404749 0.002335 0.002116 -0.0079 0.0019 -0.002335 0.002116
rs4523689 -0.0206091006590057 0.00364320870753476 0.000266 0.002099 0.0025 0.0019 -0.000266 0.002099
rs4543592 0.0219314324929169 0.00356243865360826 0.001948 0.002058 -0.003 0.0017 -0.001948 0.002058
rs4549681 -0.0236966327871474 0.00373743468785647 -0.002423 0.002054 0.0036 0.0019 0.002423 0.002054
rs4571506 -0.0275746638599439 0.00356880699487212 -0.002153 0.002062 -0.0068 0.0019 -0.002153 0.002062
rs4674993 -0.0252122101883179 0.00443618509086005 -0.000273 0.002562 -0.0016 0.0021 0.000273 0.002562
rs4759228 -0.0216913082292544 0.00393413223853498 9.1e-05 0.002252 -0.015 0.0019 9.1e-05 0.002252
rs4785836 -0.020470446994321 0.00365893889953371 -0.002549 0.002119 -0.002 0.002 0.002549 0.002119
rs56820925 -0.0218638186698424 0.00387714869146327 -0.000751 0.002129 0.0088 0.002 -0.000751 0.002129
rs585282 0.0208986579175872 0.00370599506984915 0.001859 0.002146 -0.0095 0.0018 0.001859 0.002146
rs6050446 0.0583074883490012 0.0103074051013836 -0.005617 0.005824 0.0346 0.0047 0.005617 0.005824
rs61774463 -0.0235753524586583 0.00418065793154199 0.001711 0.002401 -0.0052 0.0022 0.001711 0.002401
rs62098013 0.0203386976796227 0.00369489266314749 0.006295 0.002153 9e-04 0.002 0.006295 0.002153
rs62262675 0.0263085437352356 0.00473279364762131 -0.005761 0.002762 0.0162 0.0025 0.005761 0.002762
rs6265 -0.031786296257863 0.00457842819835389 0.004469 0.00262 -0.0413 0.0021 0.004469 0.00262
rs6433897 0.0224482661870905 0.00405809388433384 -0.005685 0.00233 0.0042 0.0019 0.005685 0.00233
rs6508144 -0.0206935185481786 0.00358601600776158 -0.001009 0.002074 -0.0016 0.0017 0.001009 0.002074
rs6669839 0.0260041224560857 0.00439549894684844 0.00481 0.002525 0.0129 0.0021 0.00481 0.002525
rs6728726 0.0354485928265864 0.0047327936476213 0.005475 0.002713 0.0577 0.0022 -0.005475 0.002713
rs6788098 -0.0313460520986129 0.00368904754309202 0.004433 0.002114 -0.0139 0.0017 -0.004433 0.002114
rs6893752 -0.0240995341718086 0.00407356476845586 -0.001531 0.002341 0.0028 0.002 0.001531 0.002341
rs6948707 0.0224655592873339 0.00360198943206491 -0.000376 0.002079 0.0075 0.0019 0.000376 0.002079
rs7024924 0.0257703252557679 0.00468939081524967 0.005909 0.002682 0.0033 0.0022 -0.005909 0.002682
rs7197072 -0.0247672136264165 0.00416859590363882 3.8e-05 0.002456 -0.0055 0.0023 3.8e-05 0.002456
rs7224742 -0.0207098819916641 0.00365531751994394 0.007442 0.002108 0.0019 0.002 0.007442 0.002108
rs73138150 -0.0234393737491622 0.00381746732931954 -0.000571 0.002205 -0.0157 0.002 0.000571 0.002205
rs7322872 -0.0255712841733052 0.00433473863465867 -0.001294 0.002518 -0.0096 0.0023 -0.001294 0.002518
rs7555507 -0.0241444396950049 0.00355604025615263 0.002178 0.002047 0.0011 0.0019 0.002178 0.002047
rs7585579 0.022399646203376 0.00372810004129534 0.001119 0.002071 8e-04 0.0017 -0.001119 0.002071
rs76214862 -0.0249903162581497 0.00454745364554227 -0.002062 0.002626 -0.0062 0.0024 0.002062 0.002626
rs76608582 -0.0495574666847922 0.00825957778079869 -0.006537 0.005108 -0.0186 0.0048 -0.006537 0.005108
rs7901883 -0.0245289237463764 0.00425066008000902 -0.00183 0.00244 0.0022 0.002 -0.00183 0.00244
rs7921378 -0.0254600844384457 0.00355815496982807 0.00139 0.002059 0.0037 0.0017 0.00139 0.002059
rs7929518 0.0242376885051666 0.00428465847557264 0.000396 0.002468 8e-04 0.002 -0.000396 0.002468
rs7938812 0.0437914012665916 0.00363667793165178 -0.000787 0.0021 -0.0078 0.0017 0.000787 0.0021
rs7969559 -0.0243756057706745 0.00395945865508843 0.002603 0.002281 -0.0131 0.0019 -0.002603 0.002281
rs8039513 0.0263852744231818 0.00453170641373137 0.005241 0.002629 0.0065 0.0021 -0.005241 0.002629
rs846799 -0.0209451573233042 0.00355564905612407 -0.002142 0.002058 -0.0106 0.0019 0.002142 0.002058
rs9401770 0.0277306573995193 0.00398600174528558 -0.000494 0.002311 -0.0074 0.0022 -0.000494 0.002311
rs9423279 -0.0205131691957097 0.00370827598744739 -0.000568 0.002204 0.0029 0.002 0.000568 0.002204
rs9540729 -0.0195522233104744 0.00355789131490793 0.003202 0.002048 -0.0073 0.0017 -0.003202 0.002048
rs993700 -0.0259279909689629 0.00429163160110854 -0.000143 0.002459 -0.0114 0.002 0.000143 0.002459
