SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs4044321 -0.0278416954894971 0.00371057728611977 0.001414 0.002096 -0.0031 0.0019 -0.001414 0.002096
rs4236259 -0.0247689190675964 0.00355660950494466 -0.00099 0.00202 0.001 0.0019 0.00099 0.00202
rs4275621 -0.0217330128147681 0.0036683129404749 0.005304 0.002065 -0.0079 0.0019 -0.005304 0.002065
rs4523689 -0.0206091006590057 0.00364320870753476 0.005222 0.002048 0.0025 0.0019 -0.005222 0.002048
rs4543592 0.0219314324929169 0.00356243865360826 0.000511 0.002015 -0.003 0.0017 -0.000511 0.002015
rs4549681 -0.0236966327871474 0.00373743468785647 -0.001157 0.002004 0.0036 0.0019 0.001157 0.002004
rs4571506 -0.0275746638599439 0.00356880699487212 -5.4e-05 0.002011 -0.0068 0.0019 -5.4e-05 0.002011
rs4674993 -0.0252122101883179 0.00443618509086005 0.001977 0.002509 -0.0016 0.0021 -0.001977 0.002509
rs4759228 -0.0216913082292544 0.00393413223853498 0.001364 0.0022 -0.015 0.0019 0.001364 0.0022
rs4785836 -0.020470446994321 0.00365893889953371 -0.001826 0.002067 -0.002 0.002 0.001826 0.002067
rs56820925 -0.0218638186698424 0.00387714869146327 0.003178 0.002077 0.0088 0.002 0.003178 0.002077
rs585282 0.0208986579175872 0.00370599506984915 0.002515 0.002094 -0.0095 0.0018 0.002515 0.002094
rs6050446 0.0583074883490012 0.0103074051013836 0.006316 0.005697 0.0346 0.0047 -0.006316 0.005697
rs61774463 -0.0235753524586583 0.00418065793154199 0.000816 0.002343 -0.0052 0.0022 0.000816 0.002343
rs62098013 0.0203386976796227 0.00369489266314749 -0.001347 0.002102 9e-04 0.002 -0.001347 0.002102
rs62262675 0.0263085437352356 0.00473279364762131 0.00662 0.002696 0.0162 0.0025 -0.00662 0.002696
rs6265 -0.031786296257863 0.00457842819835389 -0.002931 0.002564 -0.0413 0.0021 -0.002931 0.002564
rs6433897 0.0224482661870905 0.00405809388433384 -0.002654 0.002281 0.0042 0.0019 0.002654 0.002281
rs6508144 -0.0206935185481786 0.00358601600776158 -0.000676 0.002025 -0.0016 0.0017 0.000676 0.002025
rs6669839 0.0260041224560857 0.00439549894684844 -0.003362 0.002465 0.0129 0.0021 -0.003362 0.002465
rs6728726 0.0354485928265864 0.0047327936476213 -0.004439 0.002655 0.0577 0.0022 0.004439 0.002655
rs6788098 -0.0313460520986129 0.00368904754309202 0.001037 0.002065 -0.0139 0.0017 -0.001037 0.002065
rs6893752 -0.0240995341718086 0.00407356476845586 0.002537 0.002285 0.0028 0.002 -0.002537 0.002285
rs6948707 0.0224655592873339 0.00360198943206491 -0.001225 0.002029 0.0075 0.0019 0.001225 0.002029
rs7024924 0.0257703252557679 0.00468939081524967 4.1e-05 0.002618 0.0033 0.0022 -4.1e-05 0.002618
rs7197072 -0.0247672136264165 0.00416859590363882 0.02198 0.002393 -0.0055 0.0023 0.02198 0.002393
rs7224742 -0.0207098819916641 0.00365531751994394 -0.001139 0.002057 0.0019 0.002 -0.001139 0.002057
rs73138150 -0.0234393737491622 0.00381746732931954 0.001625 0.002154 -0.0157 0.002 -0.001625 0.002154
rs7322872 -0.0255712841733052 0.00433473863465867 0.002392 0.002462 -0.0096 0.0023 0.002392 0.002462
rs7555507 -0.0241444396950049 0.00355604025615263 -0.000574 0.001997 0.0011 0.0019 -0.000574 0.001997
rs7585579 0.022399646203376 0.00372810004129534 0.000345 0.00202 8e-04 0.0017 -0.000345 0.00202
rs76214862 -0.0249903162581497 0.00454745364554227 0.00052 0.002563 -0.0062 0.0024 -0.00052 0.002563
rs76608582 -0.0495574666847922 0.00825957778079869 0.023173 0.005001 -0.0186 0.0048 0.023173 0.005001
rs7901883 -0.0245289237463764 0.00425066008000902 0.003036 0.00239 0.0022 0.002 0.003036 0.00239
rs7921378 -0.0254600844384457 0.00355815496982807 0.001236 0.002009 0.0037 0.0017 0.001236 0.002009
rs7929518 0.0242376885051666 0.00428465847557264 0.003725 0.002408 8e-04 0.002 -0.003725 0.002408
rs7938812 0.0437914012665916 0.00363667793165178 -0.001512 0.00205 -0.0078 0.0017 0.001512 0.00205
rs7969559 -0.0243756057706745 0.00395945865508843 -0.001495 0.002232 -0.0131 0.0019 0.001495 0.002232
rs8039513 0.0263852744231818 0.00453170641373137 0.002788 0.002567 0.0065 0.0021 -0.002788 0.002567
rs846799 -0.0209451573233042 0.00355564905612407 0.003216 0.002007 -0.0106 0.0019 -0.003216 0.002007
rs9401770 0.0277306573995193 0.00398600174528558 0.003389 0.002253 -0.0074 0.0022 0.003389 0.002253
rs9423279 -0.0205131691957097 0.00370827598744739 0.000234 0.002156 0.0029 0.002 -0.000234 0.002156
rs9540729 -0.0195522233104744 0.00355789131490793 0.002713 0.002 -0.0073 0.0017 -0.002713 0.002
rs993700 -0.0259279909689629 0.00429163160110854 0.001883 0.0024 -0.0114 0.002 -0.001883 0.0024
