SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs7585579 0.022399646203376 0.00372810004129534 0.001349 0.001855 8e-04 0.0017 -0.001349 0.001855
rs76214862 -0.0249903162581497 0.00454745364554227 0.002814 0.002355 -0.0062 0.0024 -0.002814 0.002355
rs76608582 -0.0495574666847922 0.00825957778079869 0.015142 0.004841 -0.0186 0.0048 0.015142 0.004841
rs7901883 -0.0245289237463764 0.00425066008000902 -0.004747 0.002203 0.0022 0.002 -0.004747 0.002203
rs7921378 -0.0254600844384457 0.00355815496982807 -0.007004 0.001844 0.0037 0.0017 -0.007004 0.001844
rs7929518 0.0242376885051666 0.00428465847557264 0.001155 0.00221 8e-04 0.002 -0.001155 0.00221
rs7938812 0.0437914012665916 0.00363667793165178 -0.002938 0.001889 -0.0078 0.0017 0.002938 0.001889
rs7969559 -0.0243756057706745 0.00395945865508843 0.011412 0.00205 -0.0131 0.0019 -0.011412 0.00205
rs8039513 0.0263852744231818 0.00453170641373137 0.002764 0.002362 0.0065 0.0021 -0.002764 0.002362
rs846799 -0.0209451573233042 0.00355564905612407 0.002135 0.001845 -0.0106 0.0019 -0.002135 0.001845
rs9401770 0.0277306573995193 0.00398600174528558 -0.0023 0.00207 -0.0074 0.0022 -0.0023 0.00207
rs9423279 -0.0205131691957097 0.00370827598744739 -0.001701 0.001989 0.0029 0.002 0.001701 0.001989
rs9540729 -0.0195522233104744 0.00355789131490793 0.001255 0.001844 -0.0073 0.0017 -0.001255 0.001844
rs993700 -0.0259279909689629 0.00429163160110854 0.001342 0.00221 -0.0114 0.002 -0.001342 0.00221
