SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs6050446 0.0583074883490012 0.0103074051013836 0.006244 0.005526 0.0346 0.0047 -0.006244 0.005526
rs61774463 -0.0235753524586583 0.00418065793154199 -7e-06 0.002264 -0.0052 0.0022 -7e-06 0.002264
rs62098013 0.0203386976796227 0.00369489266314749 0.008914 0.002024 9e-04 0.002 0.008914 0.002024
rs62262675 0.0263085437352356 0.00473279364762131 0.005132 0.002603 0.0162 0.0025 -0.005132 0.002603
rs6265 -0.031786296257863 0.00457842819835389 0.0136 0.002454 -0.0413 0.0021 0.0136 0.002454
rs6433897 0.0224482661870905 0.00405809388433384 -0.010495 0.002183 0.0042 0.0019 0.010495 0.002183
rs6508144 -0.0206935185481786 0.00358601600776158 -0.001777 0.00195 -0.0016 0.0017 0.001777 0.00195
rs6669839 0.0260041224560857 0.00439549894684844 0.002233 0.00237 0.0129 0.0021 0.002233 0.00237
rs6728726 0.0354485928265864 0.0047327936476213 -0.003296 0.002536 0.0577 0.0022 0.003296 0.002536
rs6788098 -0.0313460520986129 0.00368904754309202 0.002117 0.001983 -0.0139 0.0017 -0.002117 0.001983
rs6893752 -0.0240995341718086 0.00407356476845586 0.00614 0.002197 0.0028 0.002 -0.00614 0.002197
rs6948707 0.0224655592873339 0.00360198943206491 -0.001299 0.002028 0.0075 0.0019 0.001299 0.002028
rs7024924 0.0257703252557679 0.00468939081524967 -0.002904 0.002513 0.0033 0.0022 0.002904 0.002513
rs7197072 -0.0247672136264165 0.00416859590363882 -0.003663 0.002397 -0.0055 0.0023 -0.003663 0.002397
rs7224742 -0.0207098819916641 0.00365531751994394 -0.002441 0.001985 0.0019 0.002 -0.002441 0.001985
rs73138150 -0.0234393737491622 0.00381746732931954 -0.004083 0.002074 -0.0157 0.002 0.004083 0.002074
rs7322872 -0.0255712841733052 0.00433473863465867 -0.000815 0.002379 -0.0096 0.0023 -0.000815 0.002379
rs7555507 -0.0241444396950049 0.00355604025615263 0.001628 0.001923 0.0011 0.0019 0.001628 0.001923
rs7585579 0.022399646203376 0.00372810004129534 -0.003445 0.001936 8e-04 0.0017 0.003445 0.001936
rs76214862 -0.0249903162581497 0.00454745364554227 0.003161 0.002465 -0.0062 0.0024 -0.003161 0.002465
rs76608582 -0.0495574666847922 0.00825957778079869 0.000892 0.004977 -0.0186 0.0048 0.000892 0.004977
rs7901883 -0.0245289237463764 0.00425066008000902 -0.003018 0.002293 0.0022 0.002 -0.003018 0.002293
rs7921378 -0.0254600844384457 0.00355815496982807 0.004081 0.00193 0.0037 0.0017 0.004081 0.00193
rs7929518 0.0242376885051666 0.00428465847557264 -0.000978 0.002307 8e-04 0.002 0.000978 0.002307
rs7938812 0.0437914012665916 0.00363667793165178 -0.003426 0.001971 -0.0078 0.0017 0.003426 0.001971
rs7969559 -0.0243756057706745 0.00395945865508843 0.008545 0.00214 -0.0131 0.0019 -0.008545 0.00214
rs8039513 0.0263852744231818 0.00453170641373137 0.001854 0.002468 0.0065 0.0021 -0.001854 0.002468
rs846799 -0.0209451573233042 0.00355564905612407 0.000344 0.001929 -0.0106 0.0019 -0.000344 0.001929
rs9401770 0.0277306573995193 0.00398600174528558 -0.000568 0.002161 -0.0074 0.0022 -0.000568 0.002161
rs9423279 -0.0205131691957097 0.00370827598744739 0.004499 0.00207 0.0029 0.002 -0.004499 0.00207
rs9540729 -0.0195522233104744 0.00355789131490793 0.000556 0.001922 -0.0073 0.0017 -0.000556 0.001922
rs993700 -0.0259279909689629 0.00429163160110854 -0.004458 0.002304 -0.0114 0.002 0.004458 0.002304
