SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs12474587 0.0276328620164367 0.00358234481029148 0.002089 0.001883 -0.0033 0.0017 0.002089 0.001883
rs12545053 0.0202807978238853 0.00363667793165178 -0.002251 0.001912 -0.0036 0.0017 0.002251 0.001912
rs12632110 -0.0233768243046966 0.00375292296589672 -0.006584 0.002068 -0.0172 0.0018 0.006584 0.002068
rs12662631 0.0209986399155672 0.00383380958622819 0.00349 0.002021 0.0056 0.0018 0.00349 0.002021
rs12923427 -0.0239086627298819 0.00437239804530611 -0.000183 0.002266 -0.0065 0.002 -0.000183 0.002266
rs13030994 0.036092466377408 0.00355629638428205 -0.005369 0.001864 0.0013 0.0019 -0.005369 0.001864
rs13136052 -0.0198097007760779 0.00358697207728253 -0.001691 0.001917 6e-04 0.0019 -0.001691 0.001917
rs13261666 -0.0268945748386775 0.00355604025615263 -0.000739 0.001869 -0.0053 0.0017 -0.000739 0.001869
rs1343432 0.0234447333974563 0.00417724570940657 -0.001072 0.002161 0.0153 0.0022 -0.001072 0.002161
rs134529 -0.0199839528321729 0.00366077691353738 0.006293 0.001938 -0.0047 0.0017 -0.006293 0.001938
rs1355334 0.0244176044443055 0.00377221156810223 0.005942 0.001998 0.0136 0.0018 0.005942 0.001998
rs1385108 0.0246616993390394 0.00415672857562255 0.00038 0.002191 -5e-04 0.0022 0.00038 0.002191
rs1435741 0.0294151238128526 0.00359095051725429 0.004118 0.001893 -0.0067 0.0017 0.004118 0.001893
rs1445649 0.0239932341418356 0.00356483711793006 -0.003163 0.001869 0.0053 0.0017 0.003163 0.001869
rs1518393 0.0205357436417922 0.00365893889953371 0.002981 0.001935 -0.0029 0.002 -0.002981 0.001935
rs1555445 0.0225547968430225 0.00382339614270885 -0.031977 0.002048 0.0035 0.0018 0.031977 0.002048
rs1565735 -0.0376180342371462 0.00446129865085708 -0.003909 0.002344 0.0013 0.0021 -0.003909 0.002344
rs17234745 -0.0285620257898205 0.00504910053010178 -0.005578 0.00263 -0.0055 0.0024 0.005578 0.00263
rs17534089 -0.0322634074908758 0.00518626556041132 -0.00113 0.002738 -0.006 0.0025 0.00113 0.002738
rs1899896 0.0264481246881374 0.00388690913511059 0.003052 0.002048 0.0094 0.0019 0.003052 0.002048
rs1971318 0.0285074215505192 0.00492533227444622 -0.004682 0.002579 0.0089 0.0026 -0.004682 0.002579
rs2046850 -0.0248138529358474 0.00447842201706439 0.002148 0.002368 0.0022 0.002 0.002148 0.002368
rs2050586 -0.0205466601064923 0.00370827598744739 0.001045 0.001951 -0.0044 0.002 0.001045 0.001951
rs2107300 -0.0272010365504313 0.00492533227444622 -0.000499 0.002583 -0.0025 0.0023 0.000499 0.002583
rs2186122 0.0260572863256767 0.00358601600776158 -0.005531 0.001961 0.0124 0.0017 0.005531 0.001961
rs222449 -0.0253208232805482 0.00442796261888848 -0.002333 0.002347 -0.006 0.0021 0.002333 0.002347
rs2276825 0.0232182222507148 0.00415672857562255 -0.005746 0.002236 0.0153 0.002 0.005746 0.002236
rs2344508 -0.0219720098837396 0.00358323971714277 0.000429 0.001882 -0.0193 0.0016 0.000429 0.001882
rs2378662 0.0209481549927184 0.0035664507489796 -0.003442 0.001882 0.0065 0.0017 -0.003442 0.001882
rs240963 -0.0410443522424762 0.0048371233000107 -0.002074 0.002559 -0.0115 0.0026 0.002074 0.002559
rs2631024 -0.0229644553809509 0.00402823195017628 -0.001756 0.002139 -0.0052 0.0022 0.001756 0.002139
rs266047 -0.0305098439360886 0.0037385472299354 -0.000244 0.001867 -0.0102 0.0019 -0.000244 0.001867
rs27003 0.0242168129229232 0.00383380958622819 0.000788 0.002042 0.0045 0.0018 -0.000788 0.002042
rs28372104 0.0237124469252186 0.00389830226103797 -0.007781 0.002049 -3e-04 0.0021 0.007781 0.002049
rs292071 0.0235821988549303 0.00400909407996469 0.000339 0.002103 0.0074 0.0019 -0.000339 0.002103
rs3001723 0.0335117979569998 0.00389830226103797 -0.000802 0.002035 0.001 0.0018 -0.000802 0.002035
rs301805 0.021467915176492 0.00361328749427589 -0.00065 0.001895 0.0079 0.0018 0.00065 0.001895
rs35702515 0.0252441728437111 0.00423093298129663 -0.001876 0.002252 0.0011 0.0023 -0.001876 0.002252
rs3800227 0.0228121191646138 0.00405809388433384 0.006905 0.002146 0.0149 0.0019 -0.006905 0.002146
rs3904512 -0.0211588854183522 0.0035765044073267 0.002411 0.001891 0.0029 0.0017 0.002411 0.001891
rs4044321 -0.0278416954894971 0.00371057728611977 -0.003871 0.001957 -0.0031 0.0019 0.003871 0.001957
rs4236259 -0.0247689190675964 0.00355660950494466 0.005026 0.001965 0.001 0.0019 -0.005026 0.001965
rs4275621 -0.0217330128147681 0.0036683129404749 0.002159 0.001935 -0.0079 0.0019 -0.002159 0.001935
rs4523689 -0.0206091006590057 0.00364320870753476 -0.00373 0.001918 0.0025 0.0019 0.00373 0.001918
rs4543592 0.0219314324929169 0.00356243865360826 -0.000751 0.00139 -0.003 0.0017 0.000751 0.00139
rs4549681 -0.0236966327871474 0.00373743468785647 0.000726 0.001875 0.0036 0.0019 -0.000726 0.001875
rs4571506 -0.0275746638599439 0.00356880699487212 0.002563 0.001883 -0.0068 0.0019 0.002563 0.001883
rs4674993 -0.0252122101883179 0.00443618509086005 -0.005502 0.002332 -0.0016 0.0021 0.005502 0.002332
rs4759228 -0.0216913082292544 0.00393413223853498 0.003593 0.002069 -0.015 0.0019 0.003593 0.002069
rs4785836 -0.020470446994321 0.00365893889953371 0.001004 0.001931 -0.002 0.002 -0.001004 0.001931
rs56820925 -0.0218638186698424 0.00387714869146327 -0.001134 0.001945 0.0088 0.002 -0.001134 0.001945
rs585282 0.0208986579175872 0.00370599506984915 -0.005771 0.001962 -0.0095 0.0018 -0.005771 0.001962
rs6050446 0.0583074883490012 0.0103074051013836 -0.003325 0.005382 0.0346 0.0047 0.003325 0.005382
rs61774463 -0.0235753524586583 0.00418065793154199 0.006276 0.002203 -0.0052 0.0022 0.006276 0.002203
rs62098013 0.0203386976796227 0.00369489266314749 0.005972 0.001974 9e-04 0.002 0.005972 0.001974
rs62262675 0.0263085437352356 0.00473279364762131 0.008473 0.002524 0.0162 0.0025 -0.008473 0.002524
rs6265 -0.031786296257863 0.00457842819835389 0.005171 0.002393 -0.0413 0.0021 0.005171 0.002393
rs6433897 0.0224482661870905 0.00405809388433384 -0.030659 0.002121 0.0042 0.0019 0.030659 0.002121
rs6508144 -0.0206935185481786 0.00358601600776158 0.002496 0.001902 -0.0016 0.0017 -0.002496 0.001902
rs6669839 0.0260041224560857 0.00439549894684844 0.002701 0.002308 0.0129 0.0021 0.002701 0.002308
rs6728726 0.0354485928265864 0.0047327936476213 -0.00275 0.002464 0.0577 0.0022 0.00275 0.002464
rs6788098 -0.0313460520986129 0.00368904754309202 0.007976 0.001926 -0.0139 0.0017 -0.007976 0.001926
rs6893752 -0.0240995341718086 0.00407356476845586 -0.004223 0.002142 0.0028 0.002 0.004223 0.002142
rs6948707 0.0224655592873339 0.00360198943206491 0.001985 0.001974 0.0075 0.0019 -0.001985 0.001974
rs7024924 0.0257703252557679 0.00468939081524967 0.000659 0.001809 0.0033 0.0022 -0.000659 0.001809
rs7197072 -0.0247672136264165 0.00416859590363882 0.002087 0.002326 -0.0055 0.0023 0.002087 0.002326
rs7224742 -0.0207098819916641 0.00365531751994394 -0.004768 0.001936 0.0019 0.002 -0.004768 0.001936
rs73138150 -0.0234393737491622 0.00381746732931954 0.001455 0.002014 -0.0157 0.002 -0.001455 0.002014
rs7322872 -0.0255712841733052 0.00433473863465867 0.000645 0.002312 -0.0096 0.0023 0.000645 0.002312
rs7555507 -0.0241444396950049 0.00355604025615263 0.001662 0.001873 0.0011 0.0019 0.001662 0.001873
rs7585579 0.022399646203376 0.00372810004129534 -0.001541 0.001885 8e-04 0.0017 0.001541 0.001885
rs76214862 -0.0249903162581497 0.00454745364554227 0.004662 0.002402 -0.0062 0.0024 -0.004662 0.002402
rs76608582 -0.0495574666847922 0.00825957778079869 0.003713 0.004838 -0.0186 0.0048 0.003713 0.004838
rs7901883 -0.0245289237463764 0.00425066008000902 -0.00832 0.002235 0.0022 0.002 -0.00832 0.002235
rs7921378 -0.0254600844384457 0.00355815496982807 0.004434 0.001879 0.0037 0.0017 0.004434 0.001879
rs7929518 0.0242376885051666 0.00428465847557264 0.000737 0.002252 8e-04 0.002 -0.000737 0.002252
rs7938812 0.0437914012665916 0.00363667793165178 -0.000214 0.001922 -0.0078 0.0017 0.000214 0.001922
rs7969559 -0.0243756057706745 0.00395945865508843 -0.02043 0.00208 -0.0131 0.0019 0.02043 0.00208
rs8039513 0.0263852744231818 0.00453170641373137 0.008145 0.002405 0.0065 0.0021 -0.008145 0.002405
rs846799 -0.0209451573233042 0.00355564905612407 0.002623 0.00188 -0.0106 0.0019 -0.002623 0.00188
rs9401770 0.0277306573995193 0.00398600174528558 0.00023 0.002105 -0.0074 0.0022 0.00023 0.002105
rs9423279 -0.0205131691957097 0.00370827598744739 -0.000638 0.002019 0.0029 0.002 0.000638 0.002019
rs9540729 -0.0195522233104744 0.00355789131490793 0.001854 0.001871 -0.0073 0.0017 -0.001854 0.001871
rs993700 -0.0259279909689629 0.00429163160110854 -0.003427 0.002248 -0.0114 0.002 0.003427 0.002248
