SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs3769949 -0.00825646 0.00138563 0.000196 0.001815 0.00072933181044313 0.00193544566641267 -0.000196 0.001815
rs3811038 -0.00954466 0.00155745 -0.000537 0.002043 -0.00806716745805918 0.00214838205320911 0.000537 0.002043
rs3896224 0.00962696 0.00141792 0.002303 0.001856 0.00200840330243918 0.00202775939911064 -0.002303 0.001856
rs3905052 -0.00973167 0.00165516 -0.003428 0.002166 -0.00251321885431569 0.00233346512532547 0.003428 0.002166
rs421983 0.00870743 0.00138561 0.002275 0.001809 0.00837752244928594 0.00193729071511785 -0.002275 0.001809
rs4391802 0.0103191 0.00152789 0.001178 0.002028 0.00466703607258664 0.00213020077803835 -0.001178 0.002028
rs4473348 -0.0104317 0.00159675 0.012992 0.002099 -0.00442885979394275 0.0022397706698008 -0.012992 0.002099
rs4543592 -0.00866243 0.0013891 -0.002114 0.001828 -0.000906528070107336 0.00193272433943353 0.002114 0.001828
rs4571506 0.00787701 0.00139172 -0.013705 0.001825 -0.00795783915094062 0.00193576130540252 0.013705 0.001825
rs4671357 -0.00944175 0.00138991 0.000271 0.001816 0.000521814056714926 0.00192999900691514 -0.000271 0.001816
rs4731925 -0.00829239 0.00149022 0.003479 0.001951 0.00352736827200256 0.00208943263736374 -0.003479 0.001951
rs4814873 0.00971214 0.00163637 -0.001023 0.002159 0.00127863315412998 0.00228181871174063 0.001023 0.002159
rs4949465 -0.0116055 0.00205788 0.001292 0.00281 -0.00205151727688161 0.00283677136426674 -0.001292 0.00281
rs4957528 -0.0101225 0.00172212 -0.002982 0.002258 -0.000667067591576553 0.00238086632985961 0.002982 0.002258
rs530916 -0.00782281 0.00139461 -0.001877 0.001832 -0.0109666863761417 0.00194474141846021 0.001877 0.001832
rs549845 0.0112613 0.00150857 -0.0068 0.001968 0.00295225636634821 0.00210875454739158 0.0068 0.001968
rs56059523 -0.0127015 0.00212176 -0.009734 0.002788 -0.00779275023363004 0.00293700325112559 0.009734 0.002788
rs57611503 0.00774344 0.00141026 0.01109 0.001873 -0.00488988028959054 0.00193289490008373 -0.01109 0.001873
rs6011779 0.0191152 0.00176364 0.003839 0.002429 0.00331056050209806 0.00245395070994542 -0.003839 0.002429
rs6050215 -0.0262369 0.00400416 -0.011207 0.005338 -0.0177751850264589 0.0055656263210508 0.011207 0.005338
rs6057527 0.0103484 0.00163055 0.001325 0.002249 0.00271379724125216 0.00224595457733315 -0.001325 0.002249
rs6088250 -0.00909014 0.00155466 0.002075 0.002044 -0.00234833811164237 0.00214372959399269 -0.002075 0.002044
rs60952428 0.0134109 0.00241933 0.012257 0.003166 0.00306390951827734 0.00343415111631486 -0.012257 0.003166
rs6119897 -0.0128038 0.00162704 0.032064 0.002164 -0.00611704698850291 0.00222769712127381 -0.032064 0.002164
rs61796681 -0.0134163 0.00244752 0.001975 0.003208 -0.00208385023935939 0.00341202408620175 -0.001975 0.003208
rs62012628 0.0090218 0.00154489 0.002969 0.002041 -0.00227280503474774 0.00211940162309506 -0.002969 0.002041
rs62098013 -0.00856663 0.00145676 0.004252 0.001914 0.00448926604333818 0.00200365749273201 -0.004252 0.001914
rs62107261 0.0210428 0.0032387 0.004136 0.004279 0.0173086439900444 0.00460949649389618 -0.004136 0.004279
rs62132337 0.0219563 0.00395048 0.010585 0.005213 0.0214113919658318 0.0055656263210508 -0.010585 0.005213
rs62155874 -0.0169073 0.00208546 -0.000312 0.002738 -0.00158155867893198 0.00292680564505425 0.000312 0.002738
rs62175972 0.0217461 0.00385678 0.008245 0.00502 -0.003361929349999 0.0052633045597037 -0.008245 0.00502
rs62261746 0.00830689 0.00151541 1.5e-05 0.001987 0.00479862589295672 0.00210839517281279 -1.5e-05 0.001987
rs624833 0.00928567 0.00150361 -0.001409 0.001967 0.0058690373833004 0.00208943263736374 0.001409 0.001967
rs6562474 0.00836914 0.0014611 -0.000104 0.001922 0.00474907728689654 0.00201587103999608 0.000104 0.001922
rs6598539 -0.00815056 0.00138941 0.001104 0.00182 -0.00500237835566269 0.00192970934514154 -0.001104 0.00182
rs6665841 0.0105825 0.00165022 0.004205 0.002167 0.00447813638547835 0.00231869112836938 -0.004205 0.002167
rs6692614 -0.00781565 0.00140722 0.000273 0.001838 -0.00248963165050575 0.00195603935858808 -0.000273 0.001838
rs6741228 0.00793282 0.00140363 0.002805 0.00184 8.95006834459903e-05 0.00194843141885486 -0.002805 0.00184
rs67596067 -0.00887666 0.00145843 -0.001265 0.001909 -0.000450249579351708 0.00202782211986785 0.001265 0.001909
rs6778080 0.0111141 0.00156621 0.020171 0.002114 0.00675315882952225 0.00219101404489371 -0.020171 0.002114
rs6779302 -0.00875253 0.0014392 -0.001921 0.001879 -0.00416953618109488 0.00199684567571665 0.001921 0.001879
rs6796790 0.0101069 0.00163574 0.021935 0.002221 0.00615158256892305 0.0022830664249183 -0.021935 0.002221
rs6935954 0.0095817 0.00140192 0.037564 0.001827 0.000775898004361995 0.00195818991091674 -0.037564 0.001827
rs6962772 0.011064 0.00191645 -0.000914 0.002517 0.0105947599115521 0.00266540112144343 0.000914 0.002517
rs7039819 0.00873433 0.00140501 -0.002272 0.001839 -0.00764839730641648 0.00194899210310713 0.002272 0.001839
rs71367545 -0.0103197 0.0017038 -0.002521 0.002246 0.0026297528146965 0.00238086632985961 0.002521 0.002246
rs71532325 0.0083377 0.00149168 -0.001896 0.001947 -0.00172528839386662 0.0020562474240143 0.001896 0.001947
rs7155595 -0.00885162 0.00148508 0.000557 0.001954 -0.00428371171467479 0.0020562474240143 -0.000557 0.001954
rs71627581 0.0132566 0.00219871 -7.6e-05 0.002915 0.00813024098972402 0.00307074964131358 7.6e-05 0.002915
rs72678864 0.0123829 0.0018387 0.002655 0.002423 0.00388951614898787 0.00259879229104232 -0.002655 0.002423
rs7297175 -0.00811649 0.0013992 0.005012 0.001833 0.0033701223941783 0.00194899210310713 -0.005012 0.001833
rs732083 0.00834823 0.00147311 -0.011933 0.001929 -0.00531382244260119 0.00204832802296701 0.011933 0.001929
rs73220544 -0.0108189 0.0019126 0.002187 0.0025 -0.00295591122329116 0.00259250564274716 -0.002187 0.0025
rs7333559 0.01074 0.00170716 0.000166 0.00226 -0.00274757189905296 0.00235602346632449 -0.000166 0.00226
rs74086911 0.0148021 0.00264197 0.001354 0.00346 0.00988135382437986 0.00370579721085963 -0.001354 0.00346
rs74640750 -0.0113294 0.00203844 0.005321 0.002681 -0.00195367347807938 0.00284067409255398 -0.005321 0.002681
rs75120545 0.0267447 0.00430392 0.007407 0.005618 0.032786212236549 0.00567306830354155 -0.007407 0.005618
rs7528604 0.00965269 0.00140141 0.010964 0.001825 0.0076394395020664 0.00195306087750084 -0.010964 0.001825
rs7553348 0.00963399 0.00139643 0.00137 0.001828 0.00726353717675677 0.0019482324089517 -0.00137 0.001828
rs7569203 -0.0107595 0.0015002 -0.001746 0.001956 -0.0146709483838016 0.00204832802296701 0.001746 0.001956
rs75742406 0.00961948 0.00158486 -0.000864 0.00208 0.00106180844378308 0.00218569809203601 0.000864 0.00208
rs7588808 -0.0095114 0.00143542 0.00315 0.001882 -0.00317972176254388 0.00198732610158993 -0.00315 0.001882
rs762995 0.00793375 0.0013893 0.001868 0.001825 0.00377007636919565 0.00193146863393532 -0.001868 0.001825
rs76608582 0.0216317 0.00344003 -0.053778 0.00474 0.00228091216107641 0.00450804848236144 0.053778 0.00474
rs7687139 0.00785173 0.00143703 -0.001378 0.001898 0.0054195620525729 0.00197238057803114 0.001378 0.001898
rs77653640 -0.00971124 0.00175811 -0.004768 0.002307 -0.000324348649432606 0.00245888076572318 0.004768 0.002307
rs7766610 0.0125839 0.00179283 0.010809 0.002319 0.00547623897441998 0.00246887919770841 -0.010809 0.002319
rs77941694 -0.0113711 0.00183091 -0.025129 0.002484 -0.00625991771793652 0.00256201376758251 0.025129 0.002484
rs7807019 -0.0104211 0.00139062 -0.002486 0.001818 -0.00140969685891366 0.00193272433943353 0.002486 0.001818
rs78526269 0.0101929 0.00168535 0.006807 0.002211 0.00777442387331546 0.00234407699536081 -0.006807 0.002211
rs8042134 -0.00994136 0.0014011 -0.001827 0.001858 -0.00219006391329384 0.00193576130540252 0.001827 0.001858
rs8042849 0.0192164 0.00146183 0.010031 0.001914 -0.00155285899785888 0.00202508548036233 -0.010031 0.001914
rs812887 0.00824801 0.00141024 -0.001802 0.001842 0.00221907154759688 0.00195378355528308 0.001802 0.001842
rs860326 0.00833808 0.0014023 -0.000436 0.001922 0.00404056720319496 0.00194627273763612 0.000436 0.001922
rs8614 -0.0114612 0.00179679 0.008233 0.002359 0.00485668360286517 0.00249471079633401 -0.008233 0.002359
rs889398 0.0092407 0.00141367 0.000988 0.001861 0.00216404337657079 0.00195923281566207 -0.000988 0.001861
rs909334 0.00965036 0.00160423 -0.011216 0.002204 -0.00123458664840633 0.00224285016723895 0.011216 0.002204
rs9277988 -0.00978362 0.00174236 -0.000187 0.002267 -0.00339065506541816 0.00258535024983637 0.000187 0.002267
rs9435340 0.00834773 0.00146424 0.003542 0.001914 0.00173231229179668 0.00204439102098183 -0.003542 0.001914
rs9554663 -0.00928263 0.00159298 -0.002509 0.002092 -0.00729374521371396 0.00219914692639452 0.002509 0.002092
rs9842947 -0.00877189 0.00148073 -0.00041 0.00194 -0.00401264308114323 0.00206115630230832 0.00041 0.00194
rs986391 0.0111388 0.0014379 0.004279 0.001886 0.00703535969993109 0.00200601303620286 -0.004279 0.001886
rs9889262 -0.00793678 0.00144499 -0.003658 0.00189 -0.000288960128900938 0.0020084117321212 0.003658 0.00189
rs9919670 -0.0152438 0.00142114 0.003946 0.001858 -0.00665664345674884 0.00197152764062379 -0.003946 0.001858
