SNP beta.exposure.x se.exposure.x beta.outcome.x se.outcome.x beta.exposure.y se.exposure.y beta.outcome.y se.outcome.y
rs113382419 -0.0282339 0.00221376 0.002621 0.003088 0.00443521672298289 0.00312060759663749 -0.002621 0.003088
rs116948922 0.0244586 0.00394568 0.015952 0.005497 0.0170560445551908 0.00554833170854138 -0.015952 0.005497
rs11768481 0.00901238 0.00147464 0.004574 0.002051 0.00124621220972287 0.00203777486362433 -0.004574 0.002051
rs11783093 0.01571 0.00189655 0.001347 0.002633 -0.00338522054810175 0.00265150936981465 -0.001347 0.002633
rs11786713 0.00796712 0.00145396 -0.008404 0.002023 -0.003506225836582 0.00201427411333919 0.008404 0.002023
rs11801576 -0.0102544 0.00161776 -0.0029 0.002256 0.00262629034197248 0.00224379126505176 0.0029 0.002256
rs11861214 0.00945079 0.00168455 0.001948 0.002342 -0.00707945484650743 0.0022684036513902 -0.001948 0.002342
rs11921010 0.00809898 0.00141715 0.001136 0.001964 0.0127345487564724 0.00197678534239379 -0.001136 0.001964
rs11948770 -0.0102364 0.00164524 0.001275 0.002286 -0.00376070702968423 0.00228869341369589 -0.001275 0.002286
rs12151765 0.0126888 0.00212356 -0.004007 0.002947 0.00585615671828406 0.00295780580513559 0.004007 0.002947
rs12202536 -0.00823391 0.00138601 -6.4e-05 0.001906 -0.00599386417932378 0.00193049366442899 6.4e-05 0.001906
rs1221148 0.00916504 0.00140711 -0.000292 0.001953 0.000818980992795856 0.00195773902618138 0.000292 0.001953
rs12244388 -0.0132503 0.00146413 0.01769 0.002034 -0.00477749585246772 0.00203343727254299 -0.01769 0.002034
rs12442096 0.00849543 0.0014248 0.001435 0.001983 0.00321945601195066 0.001977696107003 -0.001435 0.001983
rs1246265 -0.00886526 0.00150907 -0.000348 0.002098 -0.00550834047470394 0.00208943263736374 0.000348 0.002098
rs12481282 -0.00894356 0.00154935 -0.007351 0.002153 -0.00633514897189385 0.00216278419844757 0.007351 0.002153
rs12623702 -0.00977238 0.00142787 -0.002915 0.00199 -0.00667747059633099 0.001977696107003 0.002915 0.00199
rs12708665 -0.0090871 0.00153886 0.002396 0.00213 -0.00477144651414074 0.00212748284784015 -0.002396 0.00213
rs12831617 -0.00918459 0.00163314 0.001255 0.002272 -0.00259088922728773 0.00231736177375491 -0.001255 0.002272
rs12967855 0.0081887 0.00147934 0.003794 0.00206 0.00346187393694691 0.00205787045193087 -0.003794 0.00206
rs13009008 0.00863272 0.00147329 0.00565 0.002047 0.000778190724669095 0.00205787045193087 -0.00565 0.002047
rs13016665 -0.00848745 0.0014118 -0.004171 0.00196 -0.007862027174789 0.00194733530844186 0.004171 0.00196
rs13106038 0.00888362 0.00148411 -0.001425 0.002059 -0.00239677942801759 0.00206281929094326 0.001425 0.002059
rs13153393 -0.0137451 0.00217329 -0.003266 0.003022 -0.00144442074421291 0.0030587310056019 0.003266 0.003022
rs13178466 0.00770147 0.00141073 0.000757 0.001958 -0.000885509663655136 0.00196055134855648 -0.000757 0.001958
rs13268671 0.00778402 0.00140191 -0.008295 0.001954 0.0016711401149822 0.00196130237409249 0.008295 0.001954
rs136233 -0.00995614 0.00176918 0.000591 0.002451 -0.000813883375891521 0.00245395070994542 -0.000591 0.002451
rs1363374 0.00826725 0.0014241 -0.002872 0.00198 0.00341056484798888 0.00197238057803114 0.002872 0.00198
rs147412694 -0.0115726 0.00194865 0.003561 0.002714 -0.00852503576435833 0.00277172820634542 -0.003561 0.002714
rs17309874 -0.0112899 0.00158234 0.002427 0.002197 -0.00246180018588556 0.00220190102506469 -0.002427 0.002197
rs17314832 0.00852358 0.0014456 0.004774 0.002005 -0.00130398440508859 0.00201209162003495 -0.004774 0.002005
rs17553262 -0.0127323 0.00218148 0.001164 0.003041 -0.00139499596983042 0.0030587310056019 -0.001164 0.003041
rs17576594 0.0109502 0.00155159 0.001982 0.002159 0.00161563841653599 0.00214372959399269 -0.001982 0.002159
rs17733784 0.00841894 0.00143622 0.002298 0.002001 0.00196333842268902 0.00198937056331901 -0.002298 0.002001
rs1922018 0.0100328 0.00143771 0.003016 0.002004 0.00397759389464976 0.00200134468660986 -0.003016 0.002004
rs1931262 -0.00764277 0.00138589 0.003674 0.001922 0.0028869763058352 0.00193326232685034 -0.003674 0.001922
rs202645 -0.0101598 0.00172497 0.007823 0.002385 -0.0108795939065524 0.00242067787301932 -0.007823 0.002385
rs2062882 -0.0081103 0.00141998 -0.00063 0.00197 0.000108511805295897 0.00195842886312308 0.00063 0.00197
rs2080870 0.00863309 0.00158257 -0.001065 0.002198 0.00548135445803866 0.00221029544781041 0.001065 0.002198
rs2244524 0.00893847 0.00139794 -0.015223 0.001942 0.00227477427389252 0.001936416456653 0.015223 0.001942
rs2254710 0.00899636 0.00163085 -0.004231 0.00224 0.0015297000689941 0.00225541970502771 0.004231 0.00224
rs2401924 0.0105718 0.00138906 0.004873 0.001925 0.00263862665747756 0.00192955491218008 -0.004873 0.001925
rs2675638 0.00849857 0.00140017 0.003474 0.001951 0.00175680604879616 0.00195442107767743 -0.003474 0.001951
rs2838834 -0.00936489 0.00151488 -0.001578 0.002111 -0.000734333900159042 0.00211106153416114 0.001578 0.002111
rs28635466 0.00844234 0.00150481 0.006225 0.002091 -0.00663870194737396 0.00211312211203986 -0.006225 0.002091
rs2867112 0.0147832 0.00188747 -0.002723 0.002625 0.00721958654600011 0.00260514389735685 0.002723 0.002625
rs2880449 -0.00772692 0.00139172 -0.000346 0.001936 -0.00089455464240775 0.00192924615745676 0.000346 0.001936
rs2890772 -0.0136979 0.00140672 0.004354 0.00196 -0.00293327629076417 0.00196426709000547 -0.004354 0.00196
rs2894808 -0.0152983 0.0025912 0.001796 0.003568 0.000405701290083912 0.00357200068551855 -0.001796 0.003568
rs3025383 0.0126539 0.00180169 -0.00449 0.002509 -4.11003239185116e-05 0.00247394877851573 0.00449 0.002509
rs317021 -0.011567 0.00179087 -0.000351 0.002489 -0.00597396244303185 0.00250002547345183 0.000351 0.002489
rs326341 0.00943522 0.00139247 0.001864 0.00193 0.00103179245058687 0.00193272433943353 -0.001864 0.00193
rs329120 0.00965704 0.00140509 0.005603 0.001953 -8.94206947274051e-05 0.00195131953468511 -0.005603 0.001953
rs348829 -0.00836241 0.00146235 -0.001475 0.002036 -0.00104931302737467 0.00204222270976527 0.001475 0.002036
rs35120974 -0.00844791 0.00140937 0.001419 0.001958 -0.0028040434027352 0.00195842886312308 -0.001419 0.001958
rs35169606 0.00877627 0.00144385 -0.007398 0.002011 -0.00385894111308884 0.00198745578762611 0.007398 0.002011
rs35175834 -0.0164032 0.00169847 -0.002222 0.002361 -0.00898700633582041 0.00235200705431911 0.002222 0.002361
rs35264168 0.0165979 0.00267566 0.009611 0.003716 0.00631903220932123 0.00354353730379807 -0.009611 0.003716
rs35343344 0.00918144 0.00159594 -0.001933 0.002218 0.000402813031093021 0.00219101404489371 0.001933 0.002218
rs35891966 0.0155949 0.00269184 0.001211 0.003751 0.0161075373357679 0.0037756649878099 -0.001211 0.003751
rs359243 -0.00871975 0.00142539 -0.000665 0.001975 -0.00319866377262185 0.00197238057803114 0.000665 0.001975
rs369230 -0.00908882 0.001511 -0.009412 0.002103 -0.00454828831229681 0.00209130519407181 0.009412 0.002103
rs3742365 -0.0107929 0.0014159 -0.001523 0.001972 -0.00570888147226042 0.00196275388095419 0.001523 0.001972
rs3769949 -0.00825646 0.00138563 0.001026 0.001926 0.00072933181044313 0.00193544566641267 -0.001026 0.001926
rs3811038 -0.00954466 0.00155745 -0.003144 0.002168 -0.00806716745805918 0.00214838205320911 0.003144 0.002168
rs3896224 0.00962696 0.00141792 0.00253 0.001973 0.00200840330243918 0.00202775939911064 -0.00253 0.001973
rs3905052 -0.00973167 0.00165516 -0.002239 0.002293 -0.00251321885431569 0.00233346512532547 0.002239 0.002293
rs421983 0.00870743 0.00138561 0.003712 0.00192 0.00837752244928594 0.00193729071511785 -0.003712 0.00192
rs4391802 0.0103191 0.00152789 -0.001428 0.00212 0.00466703607258664 0.00213020077803835 0.001428 0.00212
rs4473348 -0.0104317 0.00159675 0.012471 0.002219 -0.00442885979394275 0.0022397706698008 -0.012471 0.002219
rs4543592 -0.00866243 0.0013891 -0.002538 0.001939 -0.000906528070107336 0.00193272433943353 0.002538 0.001939
rs4571506 0.00787701 0.00139172 -0.01189 0.001936 -0.00795783915094062 0.00193576130540252 0.01189 0.001936
rs4671357 -0.00944175 0.00138991 0.00062 0.001928 0.000521814056714926 0.00192999900691514 -0.00062 0.001928
rs4731925 -0.00829239 0.00149022 0.001596 0.002067 0.00352736827200256 0.00208943263736374 -0.001596 0.002067
rs4814873 0.00971214 0.00163637 -0.000239 0.002276 0.00127863315412998 0.00228181871174063 0.000239 0.002276
rs4949465 -0.0116055 0.00205788 0.000199 0.002851 -0.00205151727688161 0.00283677136426674 -0.000199 0.002851
rs4957528 -0.0101225 0.00172212 -0.001678 0.002402 -0.000667067591576553 0.00238086632985961 0.001678 0.002402
rs530916 -0.00782281 0.00139461 -0.00061 0.001938 -0.0109666863761417 0.00194474141846021 0.00061 0.001938
rs549845 0.0112613 0.00150857 -0.005623 0.002088 0.00295225636634821 0.00210875454739158 0.005623 0.002088
rs56059523 -0.0127015 0.00212176 -0.011728 0.002945 -0.00779275023363004 0.00293700325112559 0.011728 0.002945
rs57611503 0.00774344 0.00141026 0.012612 0.00196 -0.00488988028959054 0.00193289490008373 -0.012612 0.00196
rs6011779 0.0191152 0.00176364 0.004899 0.002462 0.00331056050209806 0.00245395070994542 -0.004899 0.002462
rs6050215 -0.0262369 0.00400416 -0.01025 0.005603 -0.0177751850264589 0.0055656263210508 0.01025 0.005603
rs6057527 0.0103484 0.00163055 0.001698 0.002278 0.00271379724125216 0.00224595457733315 -0.001698 0.002278
rs6088250 -0.00909014 0.00155466 0.002392 0.002166 -0.00234833811164237 0.00214372959399269 -0.002392 0.002166
rs60952428 0.0134109 0.00241933 0.011714 0.003362 0.00306390951827734 0.00343415111631486 -0.011714 0.003362
rs6119897 -0.0128038 0.00162704 0.028669 0.002262 -0.00611704698850291 0.00222769712127381 -0.028669 0.002262
rs61796681 -0.0134163 0.00244752 -0.000335 0.003392 -0.00208385023935939 0.00341202408620175 0.000335 0.003392
rs62012628 0.0090218 0.00154489 0.00239 0.002147 -0.00227280503474774 0.00211940162309506 -0.00239 0.002147
rs62098013 -0.00856663 0.00145676 0.00244 0.002026 0.00448926604333818 0.00200365749273201 -0.00244 0.002026
rs62107261 0.0210428 0.0032387 0.004999 0.00454 0.0173086439900444 0.00460949649389618 -0.004999 0.00454
rs62132337 0.0219563 0.00395048 0.005468 0.005487 0.0214113919658318 0.0055656263210508 -0.005468 0.005487
rs62155874 -0.0169073 0.00208546 -0.000954 0.002902 -0.00158155867893198 0.00292680564505425 0.000954 0.002902
rs62175972 0.0217461 0.00385678 0.009737 0.005362 -0.003361929349999 0.0052633045597037 -0.009737 0.005362
rs62261746 0.00830689 0.00151541 -0.000765 0.002104 0.00479862589295672 0.00210839517281279 0.000765 0.002104
rs624833 0.00928567 0.00150361 0.000277 0.002087 0.0058690373833004 0.00208943263736374 -0.000277 0.002087
rs6562474 0.00836914 0.0014611 0.000319 0.002033 0.00474907728689654 0.00201587103999608 -0.000319 0.002033
rs6598539 -0.00815056 0.00138941 0.000984 0.001931 -0.00500237835566269 0.00192970934514154 -0.000984 0.001931
rs6665841 0.0105825 0.00165022 0.003087 0.002285 0.00447813638547835 0.00231869112836938 -0.003087 0.002285
rs6692614 -0.00781565 0.00140722 -0.000827 0.001947 -0.00248963165050575 0.00195603935858808 0.000827 0.001947
rs6741228 0.00793282 0.00140363 0.00302 0.00195 8.95006834459903e-05 0.00194843141885486 -0.00302 0.00195
rs67596067 -0.00887666 0.00145843 -0.001048 0.002022 -0.000450249579351708 0.00202782211986785 0.001048 0.002022
rs6778080 0.0111141 0.00156621 0.021414 0.002248 0.00675315882952225 0.00219101404489371 -0.021414 0.002248
rs6779302 -0.00875253 0.0014392 -0.001391 0.001993 -0.00416953618109488 0.00199684567571665 0.001391 0.001993
rs6796790 0.0101069 0.00163574 0.022177 0.002367 0.00615158256892305 0.0022830664249183 -0.022177 0.002367
rs6935954 0.0095817 0.00140192 0.046536 0.001937 0.000775898004361995 0.00195818991091674 -0.046536 0.001937
rs6962772 0.011064 0.00191645 0.001964 0.002663 0.0105947599115521 0.00266540112144343 -0.001964 0.002663
rs7039819 0.00873433 0.00140501 -0.000858 0.00195 -0.00764839730641648 0.00194899210310713 0.000858 0.00195
rs71367545 -0.0103197 0.0017038 -0.001252 0.002374 0.0026297528146965 0.00238086632985961 0.001252 0.002374
rs71532325 0.0083377 0.00149168 -0.00091 0.002069 -0.00172528839386662 0.0020562474240143 0.00091 0.002069
rs7155595 -0.00885162 0.00148508 -0.000353 0.00206 -0.00428371171467479 0.0020562474240143 0.000353 0.00206
rs71627581 0.0132566 0.00219871 -0.004026 0.003054 0.00813024098972402 0.00307074964131358 0.004026 0.003054
rs72678864 0.0123829 0.0018387 0.000972 0.002561 0.00388951614898787 0.00259879229104232 -0.000972 0.002561
rs7297175 -0.00811649 0.0013992 0.001995 0.001941 0.0033701223941783 0.00194899210310713 -0.001995 0.001941
rs732083 0.00834823 0.00147311 -0.011936 0.002043 -0.00531382244260119 0.00204832802296701 0.011936 0.002043
rs73220544 -0.0108189 0.0019126 0.001261 0.002653 -0.00295591122329116 0.00259250564274716 -0.001261 0.002653
rs7333559 0.01074 0.00170716 -0.001207 0.002382 -0.00274757189905296 0.00235602346632449 0.001207 0.002382
rs74086911 0.0148021 0.00264197 0.00238 0.003667 0.00988135382437986 0.00370579721085963 -0.00238 0.003667
rs74640750 -0.0113294 0.00203844 0.006411 0.002828 -0.00195367347807938 0.00284067409255398 -0.006411 0.002828
rs75120545 0.0267447 0.00430392 0.007244 0.005942 0.032786212236549 0.00567306830354155 -0.007244 0.005942
rs7528604 0.00965269 0.00140141 0.010006 0.001938 0.0076394395020664 0.00195306087750084 -0.010006 0.001938
rs7553348 0.00963399 0.00139643 0.001889 0.001941 0.00726353717675677 0.0019482324089517 -0.001889 0.001941
rs7569203 -0.0107595 0.0015002 0.000288 0.002075 -0.0146709483838016 0.00204832802296701 -0.000288 0.002075
rs75742406 0.00961948 0.00158486 -0.00317 0.002197 0.00106180844378308 0.00218569809203601 0.00317 0.002197
rs7588808 -0.0095114 0.00143542 0.003904 0.001994 -0.00317972176254388 0.00198732610158993 -0.003904 0.001994
rs762995 0.00793375 0.0013893 0.00219 0.001917 0.00377007636919565 0.00193146863393532 -0.00219 0.001917
rs76608582 0.0216317 0.00344003 -0.05823 0.004801 0.00228091216107641 0.00450804848236144 0.05823 0.004801
rs7687139 0.00785173 0.00143703 -0.000188 0.002007 0.0054195620525729 0.00197238057803114 0.000188 0.002007
rs77653640 -0.00971124 0.00175811 -0.004374 0.002445 -0.000324348649432606 0.00245888076572318 0.004374 0.002445
rs7766610 0.0125839 0.00179283 0.010427 0.00246 0.00547623897441998 0.00246887919770841 -0.010427 0.00246
rs77941694 -0.0113711 0.00183091 -0.025377 0.002601 -0.00625991771793652 0.00256201376758251 0.025377 0.002601
rs7807019 -0.0104211 0.00139062 -0.001687 0.001929 -0.00140969685891366 0.00193272433943353 0.001687 0.001929
rs78526269 0.0101929 0.00168535 0.005739 0.002338 0.00777442387331546 0.00234407699536081 -0.005739 0.002338
rs8042134 -0.00994136 0.0014011 -0.001769 0.001958 -0.00219006391329384 0.00193576130540252 0.001769 0.001958
rs8042849 0.0192164 0.00146183 0.010259 0.002029 -0.00155285899785888 0.00202508548036233 -0.010259 0.002029
rs812887 0.00824801 0.00141024 -0.000627 0.001952 0.00221907154759688 0.00195378355528308 0.000627 0.001952
rs860326 0.00833808 0.0014023 0.000288 0.001946 0.00404056720319496 0.00194627273763612 -0.000288 0.001946
rs8614 -0.0114612 0.00179679 0.014307 0.002505 0.00485668360286517 0.00249471079633401 -0.014307 0.002505
rs889398 0.0092407 0.00141367 -0.001421 0.001971 0.00216404337657079 0.00195923281566207 0.001421 0.001971
rs909334 0.00965036 0.00160423 -0.015262 0.002234 -0.00123458664840633 0.00224285016723895 0.015262 0.002234
rs9277988 -0.00978362 0.00174236 0.00533 0.002402 -0.00339065506541816 0.00258535024983637 -0.00533 0.002402
rs9435340 0.00834773 0.00146424 0.003954 0.002025 0.00173231229179668 0.00204439102098183 -0.003954 0.002025
rs9554663 -0.00928263 0.00159298 -0.003124 0.002211 -0.00729374521371396 0.00219914692639452 0.003124 0.002211
rs9842947 -0.00877189 0.00148073 -0.000667 0.002053 -0.00401264308114323 0.00206115630230832 0.000667 0.002053
rs986391 0.0111388 0.0014379 0.00327 0.001999 0.00703535969993109 0.00200601303620286 -0.00327 0.001999
rs9889262 -0.00793678 0.00144499 -0.00159 0.002003 -0.000288960128900938 0.0020084117321212 0.00159 0.002003
rs9919670 -0.0152438 0.00142114 0.004519 0.001972 -0.00665664345674884 0.00197152764062379 -0.004519 0.001972
